,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
2980,WA,Skagit County,"125,619","27,508","25,393","2,010","10,225","6,171","8,615","9,933","14,061",66
2981,WA,Skamania County,"11,837","2,223","2,374",162,"1,002",629,867,"1,020","1,410",6
2982,WA,Snohomish County,"801,633","182,237","104,535","13,321","65,890","35,106","45,016","55,644","58,157",427
2983,WA,Spokane County,"506,152","112,391","79,709","8,215","41,600","22,818","30,317","36,282","69,334",269
2984,WA,Stevens County,"44,730","9,728","10,097",711,"3,615","2,373","3,375","3,860","6,589",23
2985,WA,Thurston County,"280,588","60,724","46,769","4,438","23,169","12,952","17,378","20,647","29,034",149
2986,WA,Wahkiakum County,"4,264",744,"1,374",54,355,262,398,432,518,2
2987,WA,Walla Walla County,"60,567","12,808","10,590",936,"5,026","2,792","3,782","4,445","7,607",32
2988,WA,Whatcom County,"221,404","43,256","37,381","3,161","18,805","10,196","13,660","16,177","28,131",117
2989,WA,Whitman County,"49,046","7,393","4,976",540,"4,507","1,840","2,200","2,778","9,161",26
2990,WA,Yakima County,"250,193","74,414","33,654","5,439","18,627","9,903","13,019","15,674","44,726",133
2991,WV,Barbour County,"16,497","3,251","3,251",306,"1,680","1,979","1,904","2,005","3,278",13
2992,WV,Berkeley County,"114,920","27,115","16,614","2,552","11,158","12,675","11,520","12,500","13,394",91
2993,WV,Boone County,"22,349","4,811","4,258",452,"2,247","2,679","2,580","2,746","4,741",17
2994,WV,Braxton County,"14,237","2,867","3,122",269,"1,455","1,768","1,751","1,836","3,114",11
2995,WV,Brooke County,"22,443","3,982","5,202",374,"2,357","2,871","2,861","2,985","2,864",17
2996,WV,Cabell County,"94,958","18,856","17,345","1,775","9,540","10,922","10,281","10,791","23,726",75
2997,WV,Calhoun County,"7,307","1,369","1,734",128,764,947,954,999,"1,794",5
2998,WV,Clay County,"8,764","2,014","1,754",189,866,"1,047","1,025","1,084","2,360",6
2999,WV,Doddridge County,"8,560","1,420","1,753",133,911,"1,083","1,045","1,107","1,525",6
3000,WV,Fayette County,"43,521","9,082","8,755",855,"4,397","5,258","5,112","5,396","9,268",34
3001,WV,Gilmer County,"8,005","1,135","1,375",106,856,952,867,917,"1,632",6
3002,WV,Grant County,"11,670","2,323","2,762",218,"1,197","1,475","1,488","1,548","1,664",9
3003,WV,Greenbrier County,"35,287","6,940","7,980",653,"3,621","4,411","4,395","4,587","6,381",27
3004,WV,Hampshire County,"23,471","4,553","5,115",428,"2,432","2,967","2,932","3,093","3,891",18
3005,WV,Hancock County,"29,448","5,676","6,536",534,"3,052","3,725","3,695","3,885","4,337",23
3006,WV,Hardy County,"13,717","2,797","2,924",263,"1,401","1,700","1,675","1,766","1,951",10
