,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
621,IL,Franklin County,"39,041","8,752","7,858",499,"2,496","2,263","2,680","3,708","7,468",25
622,IL,Fulton County,"35,110","6,910","7,124",394,"2,322","2,071","2,441","3,388","4,890",23
623,IL,Gallatin County,"5,080","1,058","1,175",60,331,312,377,511,955,3
624,IL,Greene County,"13,174","2,790","2,506",159,856,764,895,"1,256","1,895",8
625,IL,Grundy County,"50,586","12,907","6,917",736,"3,102","2,516","2,820","4,124","3,543",33
626,IL,Hamilton County,"8,194","1,823","1,763",103,525,487,583,799,"1,046",5
627,IL,Hancock County,"18,020","3,837","4,091",218,"1,170","1,109","1,336","1,820","2,079",11
628,IL,Hardin County,"4,046",697,"1,044",39,276,271,331,446,850,2
629,IL,Henderson County,"6,795","1,240","1,686",70,459,449,546,741,753,4
630,IL,Henry County,"49,328","11,121","9,816",634,"3,150","2,854","3,374","4,680","5,318",32
631,IL,Iroquois County,"27,876","6,013","5,918",342,"1,803","1,669","1,991","2,740","3,538",18
632,IL,Jackson County,"58,284","10,721","8,731",611,"3,881","2,933","3,261","4,703","15,952",38
633,IL,Jasper County,"9,578","2,177","1,844",124,611,552,650,909,"1,128",6
634,IL,Jefferson County,"38,179","8,537","7,062",486,"2,439","2,130","2,487","3,483","6,247",25
635,IL,Jersey County,"21,941","4,467","4,200",254,"1,442","1,285","1,504","2,112","2,164",14
636,IL,Jo Daviess County,"21,594","4,201","5,881",239,"1,436","1,449","1,793","2,378","1,980",14
637,IL,Johnson County,"12,900","2,320","2,641",132,870,769,904,"1,256","1,660",8
638,IL,Kane County,"534,667","138,340","70,160","7,890","32,636","26,277","29,300","43,096","48,756",349
639,IL,Kankakee County,"109,605","25,450","18,005","1,451","6,923","5,830","6,688","9,530","15,750",71
640,IL,Kendall County,"126,218","36,304","12,455","2,070","7,384","5,491","5,892","8,961","5,993",82
641,IL,Knox County,"50,638","9,919","10,633",565,"3,349","3,001","3,555","4,897","7,485",33
642,IL,Lake County,"703,520","171,620","96,469","9,788","43,851","35,841","40,149","58,924","52,630",460
643,IL,LaSalle County,"110,067","23,719","20,339","1,352","7,120","6,276","7,319","10,302","15,216",72
644,IL,Lawrence County,"16,168","3,035","2,753",173,"1,078",888,"1,014","1,446","2,341",10
645,IL,Lee County,"34,406","6,856","6,580",391,"2,272","2,012","2,352","3,303","3,589",22
646,IL,Livingston County,"36,518","7,815","6,767",445,"2,364","2,068","2,411","3,387","4,330",23
647,IL,Logan County,"29,245","5,609","5,217",319,"1,940","1,627","1,874","2,648","3,032",19
648,IL,McDonough County,"30,823","5,168","5,257",294,"2,094","1,641","1,860","2,635","5,008",20
649,IL,McHenry County,"309,122","73,814","43,235","4,209","19,442","16,205","18,220","26,764","18,686",202
650,IL,McLean County,"172,290","37,501","21,980","2,138","11,029","8,270","9,048","13,364","25,273",112
651,IL,Macon County,"105,801","23,524","20,614","1,341","6,771","6,005","7,068","9,813","14,566",68
652,IL,Macoupin County,"45,446","9,651","8,886",550,"2,953","2,656","3,124","4,363","6,152",29
653,IL,Madison County,"265,428","58,298","44,448","3,324","17,062","14,510","16,666","23,781","37,768",173
654,IL,Marion County,"37,902","8,714","7,393",496,"2,405","2,162","2,551","3,544","5,952",24
655,IL,Marshall County,"11,730","2,392","2,680",136,770,729,877,"1,196","1,109",7
656,IL,Mason County,"13,715","2,854","3,026",162,896,837,"1,003","1,374","1,842",8
657,IL,Massac County,"14,344","3,200","2,937",182,919,845,"1,004","1,389","2,159",9
658,IL,Menard County,"12,245","2,702","2,321",154,788,708,830,"1,165","1,054",7
659,IL,Mercer County,"15,618","3,300","3,336",188,"1,016",943,"1,125","1,550","1,636",10
660,IL,Monroe County,"34,097","7,644","5,824",435,"2,185","1,915","2,212","3,158","1,644",22
661,IL,Montgomery County,"28,790","5,870","5,673",334,"1,888","1,682","1,977","2,756","4,075",18
662,IL,Morgan County,"33,798","6,542","6,665",373,"2,242","1,971","2,310","3,220","4,197",22
663,IL,Moultrie County,"14,688","3,732","2,712",212,901,798,937,"1,305","1,288",9
664,IL,Ogle County,"51,063","11,523","9,325",657,"3,263","2,897","3,381","4,765","4,866",33
665,IL,Peoria County,"183,011","43,611","30,204","2,487","11,455","9,605","11,033","15,660","27,364",119
666,IL,Perry County,"21,285","4,132","3,904",235,"1,410","1,202","1,392","1,961","2,932",14
667,IL,Piatt County,"16,445","3,700","3,132",211,"1,051",945,"1,110","1,553","1,025",10
668,IL,Pike County,"15,821","3,475","3,229",198,"1,017",923,"1,095","1,512","2,403",10
669,IL,Pope County,"4,325",528,"1,165",30,313,305,371,501,760,2
670,IL,Pulaski County,"5,509","1,192","1,207",67,356,332,398,545,"1,260",3
671,IL,Putnam County,"5,727","1,157","1,288",65,377,358,430,590,455,3
672,IL,Randolph County,"32,423","6,223","5,890",354,"2,156","1,847","2,137","3,021","4,402",21
673,IL,Richland County,"15,901","3,644","3,202",207,"1,010",916,"1,086","1,501","2,385",10
674,IL,Rock Island County,"144,808","32,420","27,144","1,849","9,247","8,087","9,459","13,209","18,069",94
675,IL,St. Clair County,"262,479","61,967","40,022","3,534","16,510","13,717","15,574","22,474","41,174",171
676,IL,Saline County,"24,102","5,247","4,809",299,"1,554","1,400","1,654","2,295","4,332",15
677,IL,Sangamon County,"196,452","44,162","33,765","2,518","12,545","10,779","12,444","17,664","29,676",127
678,IL,Schuyler County,"7,035","1,335","1,538",76,470,437,521,719,817,4
679,IL,Scott County,"5,002","1,075",988,61,324,296,350,489,602,3
680,IL,Shelby County,"21,719","4,617","4,776",263,"1,411","1,320","1,582","2,166","2,214",14
681,IL,Stark County,"5,434","1,195","1,139",68,349,324,386,532,593,3
682,IL,Stephenson County,"45,054","9,749","9,897",556,"2,914","2,739","3,286","4,499","7,389",29
683,IL,Tazewell County,"133,526","30,499","24,231","1,739","8,485","7,409","8,633","12,129","11,896",87
684,IL,Union County,"17,000","3,598","3,532",205,"1,105","1,012","1,201","1,660","3,183",11
685,IL,Vermilion County,"77,909","18,578","14,573","1,059","4,886","4,323","5,073","7,074","14,553",50
686,IL,Wabash County,"11,489","2,512","2,318",143,739,669,792,"1,096","1,572",7
687,IL,Warren County,"17,167","3,815","3,266",217,"1,097",958,"1,122","1,562","1,881",11
688,IL,Washington County,"14,030","3,011","2,776",171,909,824,972,"1,355","1,111",9
689,IL,Wayne County,"16,495","3,782","3,487",215,"1,047",967,"1,155","1,584","2,300",10
690,IL,White County,"13,938","3,089","2,947",176,895,828,989,"1,360","2,072",9
691,IL,Whiteside County,"56,118","12,463","11,378",710,"3,601","3,287","3,897","5,395","7,110",36
692,IL,Will County,"692,661","174,819","87,293","9,970","42,675","34,140","37,822","56,106","47,639",452
693,IL,Williamson County,"67,328","14,773","12,499",842,"4,325","3,775","4,405","6,172","9,993",44
694,IL,Winnebago County,"284,778","66,743","48,725","3,806","17,961","15,466","17,878","25,343","39,766",185
695,IL,Woodford County,"38,726","9,439","6,735",538,"2,414","2,107","2,448","3,457","2,179",25
696,IN,Adams County,"35,491","11,080","5,437",761,"2,444","2,149","2,449","2,979","5,397",26
697,IN,Allen County,"372,877","96,418","52,940","6,627","27,856","23,377","25,941","32,034","47,818",274
698,IN,Bartholomew County,"82,040","19,505","13,152","1,340","6,277","5,409","6,100","7,462","8,555",60
699,IN,Benton County,"8,613","2,148","1,510",147,645,595,685,830,952,6
700,IN,Blackford County,"11,976","2,601","2,521",178,930,899,"1,062","1,268","1,679",8
701,IN,Boone County,"65,875","17,531","8,585","1,204","4,884","4,135","4,547","5,655","3,707",48
702,IN,Brown County,"15,035","2,752","3,546",189,"1,213","1,246","1,492","1,771","1,614",11
703,IN,Carroll County,"20,039","4,457","3,856",306,"1,552","1,460","1,700","2,047","1,910",14
704,IN,Cass County,"37,994","8,825","6,620",606,"2,918","2,641","3,026","3,674","5,129",28
705,IN,Clark County,"116,973","26,533","17,939","1,823","9,100","7,830","8,755","10,775","12,285",86
706,IN,Clay County,"26,198","6,021","4,559",413,"2,019","1,832","2,098","2,549","2,891",19
707,IN,Clinton County,"32,317","8,518","5,282",585,"2,383","2,127","2,426","2,952","4,185",23
708,IN,Crawford County,"10,566","2,307","2,027",158,823,781,908,"1,095","1,697",7
709,IN,Daviess County,"33,113","9,685","5,032",665,"2,349","2,041","2,310","2,820","4,340",24
710,IN,Dearborn County,"49,741","11,288","8,522",775,"3,851","3,537","4,042","4,921","4,752",36
711,IN,Decatur County,"26,737","6,540","4,364",449,"2,025","1,808","2,054","2,506","2,905",19
712,IN,DeKalb County,"42,836","10,386","6,809",713,"3,257","2,884","3,260","3,990","4,365",31
713,IN,Delaware County,"115,184","21,400","19,387","1,470","9,422","7,764","8,697","10,654","22,020",84
714,IN,Dubois County,"42,558","10,336","7,201",710,"3,225","2,943","3,366","4,094","3,445",31
715,IN,Elkhart County,"205,032","56,784","29,484","3,902","14,915","12,667","14,151","17,408","21,670",151
716,IN,Fayette County,"23,209","5,100","4,596",350,"1,802","1,698","1,985","2,384","3,517",17
717,IN,Floyd County,"77,071","17,540","12,131","1,205","5,983","5,270","5,929","7,278","7,971",56
718,IN,Fountain County,"16,505","3,706","3,273",254,"1,273","1,211","1,417","1,701","2,091",12
719,IN,Franklin County,"22,619","5,195","4,038",357,"1,741","1,622","1,867","2,264","2,111",16
720,IN,Fulton County,"20,059","4,787","3,847",329,"1,520","1,426","1,664","2,000","2,399",14
721,IN,Gibson County,"33,576","7,840","5,788",538,"2,575","2,330","2,666","3,240","3,399",24
722,IN,Grant County,"66,491","13,870","12,456",953,"5,254","4,731","5,453","6,590","11,312",48
723,IN,Greene County,"32,177","7,114","6,166",488,"2,497","2,357","2,742","3,304","3,696",23
724,IN,Hamilton County,"323,747","88,657","38,382","6,093","23,817","19,643","21,297","26,699","12,284",238
725,IN,Hancock County,"74,985","17,653","11,891","1,213","5,758","5,111","5,768","7,068","4,075",55
726,IN,Harrison County,"39,898","8,985","6,907",617,"3,094","2,837","3,246","3,949","3,699",29
727,IN,Hendricks County,"163,685","41,609","22,029","2,859","12,326","10,355","11,398","14,157","8,120",121
728,IN,Henry County,"48,476","9,972","9,096",685,"3,845","3,533","4,077","4,930","5,739",36
729,IN,Howard County,"82,363","18,678","15,731","1,283","6,346","5,883","6,839","8,233","11,727",60
730,IN,Huntington County,"36,337","7,872","6,093",541,"2,855","2,536","2,875","3,512","3,570",26
731,IN,Jackson County,"43,884","10,749","7,043",738,"3,324","2,927","3,312","4,048","5,467",32
732,IN,Jasper County,"33,447","7,868","5,697",540,"2,561","2,290","2,614","3,180","3,244",24
733,IN,Jay County,"20,945","5,415","3,618",372,"1,551","1,425","1,641","1,987","2,942",15
734,IN,Jefferson County,"32,089","6,571","5,629",451,"2,556","2,289","2,609","3,177","4,108",23
735,IN,Jennings County,"27,626","6,389","4,421",439,"2,132","1,909","2,158","2,643","3,469",20
736,IN,Johnson County,"153,897","38,252","21,965","2,629","11,655","9,789","10,851","13,410","13,267",113
737,IN,Knox County,"37,508","8,013","6,469",550,"2,955","2,567","2,916","3,551","6,587",27
738,IN,Kosciusko County,"79,206","19,085","12,827","1,311","6,031","5,291","5,990","7,317","8,000",58
739,IN,LaGrange County,"39,303","12,934","5,259",888,"2,652","2,230","2,489","3,062","3,025",29
740,IN,Lake County,"485,640","115,082","78,166","7,909","37,192","32,673","36,930","45,170","76,220",357
741,IN,LaPorte County,"110,029","23,793","19,204","1,635","8,635","7,731","8,823","10,734","15,005",81
742,IN,Lawrence County,"45,666","10,033","8,982",689,"3,547","3,350","3,912","4,701","5,979",33
743,IN,Madison County,"129,498","28,315","23,179","1,946","10,119","9,100","10,435","12,657","21,478",95
744,IN,Marion County,"950,082","234,906","116,958","16,145","72,461","57,127","61,568","77,232","163,573",698
745,IN,Marshall County,"46,498","11,653","8,013",800,"3,484","3,170","3,640","4,414","5,290",34
746,IN,Martin County,"10,215","2,294","1,953",157,789,744,865,"1,042","1,251",7
747,IN,Miami County,"35,845","7,740","6,177",531,"2,816","2,496","2,841","3,460","4,538",26
748,IN,Monroe County,"146,986","23,388","18,469","1,607","12,560","8,810","9,210","11,686","28,462",108
749,IN,Montgomery County,"38,525","8,883","6,731",610,"2,965","2,681","3,071","3,729","4,510",28
750,IN,Morgan County,"69,713","15,857","11,465","1,089","5,402","4,928","5,596","6,841","6,799",51
751,IN,Newton County,"14,130","3,078","2,668",211,"1,102","1,033","1,198","1,446","1,515",10
752,IN,Noble County,"47,452","11,840","7,278",813,"3,578","3,147","3,541","4,345","4,560",35
753,IN,Ohio County,"5,828","1,106","1,247",76,468,463,546,654,533,4
754,IN,Orange County,"19,426","4,444","3,738",305,"1,492","1,409","1,643","1,976","2,750",14
755,IN,Owen County,"20,839","4,463","3,947",306,"1,633","1,556","1,805","2,180","3,021",15
756,IN,Parke County,"16,886","3,689","3,204",253,"1,316","1,219","1,414","1,705","2,194",12
757,IN,Perry County,"19,081","4,056","3,483",278,"1,501","1,363","1,567","1,899","2,130",14
758,IN,Pike County,"12,365","2,676","2,446",183,964,923,"1,079","1,297","1,257",9
759,IN,Porter County,"168,404","37,477","26,811","2,575","13,156","11,495","12,930","15,863","17,078",124
760,IN,Posey County,"25,595","5,675","4,600",390,"1,991","1,852","2,131","2,585","2,290",18
761,IN,Pulaski County,"12,534","2,783","2,403",191,971,914,"1,064","1,281","1,538",9
762,IN,Putnam County,"37,702","7,421","6,090",510,"3,045","2,580","2,886","3,546","3,921",28
763,IN,Randolph County,"24,922","5,736","4,952",394,"1,907","1,810","2,122","2,543","3,739",18
764,IN,Ripley County,"28,442","6,824","4,984",469,"2,161","1,980","2,276","2,759","3,053",21
765,IN,Rush County,"16,645","3,779","3,014",259,"1,285","1,194","1,377","1,667","1,965",12
766,IN,St. Joseph County,"270,434","64,054","41,733","4,402","20,751","17,577","19,677","24,166","41,378",199
767,IN,Scott County,"23,870","5,430","3,896",373,"1,850","1,655","1,874","2,293","3,814",17
768,IN,Shelby County,"44,395","10,140","7,438",696,"3,433","3,114","3,544","4,324","3,666",32
769,IN,Spencer County,"20,394","4,508","3,861",309,"1,584","1,502","1,744","2,104","2,086",15
770,IN,Starke County,"22,893","5,215","4,129",358,"1,766","1,636","1,886","2,284","3,900",16
771,IN,Steuben County,"34,484","7,104","6,802",488,"2,727","2,563","2,985","3,593","3,634",25
772,IN,Sullivan County,"20,746","4,069","3,618",279,"1,671","1,465","1,663","2,028","2,710",15
773,IN,Switzerland County,"10,696","2,700","1,810",185,800,737,846,"1,027","1,714",7
774,IN,Tippecanoe County,"190,587","39,883","21,560","2,741","15,333","10,724","11,138","14,193","31,692",141
775,IN,Tipton County,"15,128","3,139","3,111",215,"1,191","1,149","1,349","1,617","1,331",11
776,IN,Union County,"7,200","1,526","1,348",104,566,530,613,741,758,5
777,IN,Vanderburgh County,"181,616","39,236","29,726","2,696","14,297","12,307","13,864","16,972","30,495",133
778,IN,Vermillion County,"15,505","3,451","3,046",237,"1,199","1,131","1,321","1,587","2,026",11
779,IN,Vigo County,"107,516","22,077","17,129","1,517","8,594","7,093","7,910","9,722","18,964",79
780,IN,Wabash County,"31,443","6,563","6,411",451,"2,474","2,320","2,718","3,257","3,913",23
781,IN,Warren County,"8,201","1,793","1,634",123,637,614,720,864,807,6
782,IN,Warrick County,"62,530","15,266","10,533","1,049","4,732","4,295","4,907","5,970","4,180",46
783,IN,Washington County,"27,827","6,390","4,685",439,"2,148","1,954","2,227","2,715","3,707",20
784,IN,Wayne County,"66,185","14,590","12,401","1,002","5,148","4,728","5,470","6,603","10,521",48
785,IN,Wells County,"27,984","6,866","5,005",471,"2,108","1,945","2,246","2,715","2,348",20
786,IN,White County,"24,182","5,681","4,819",390,"1,838","1,756","2,063","2,470","2,501",17
787,IN,Whitley County,"33,756","7,768","5,908",533,"2,599","2,379","2,728","3,312","2,822",24
788,IA,Adair County,"7,054","1,507","1,573",86,507,395,531,610,705,4
789,IA,Adams County,"3,686",780,842,44,265,209,283,325,451,2
790,IA,Allamakee County,"13,884","3,219","3,100",185,974,766,"1,034","1,185","1,495",8
791,IA,Appanoose County,"12,352","2,722","2,777",156,880,689,930,"1,066","2,060",7
792,IA,Audubon County,"5,578","1,146","1,361",65,403,327,446,510,584,3
793,IA,Benton County,"25,642","6,003","4,643",345,"1,810","1,334","1,731","2,020","1,977",16
794,IA,Black Hawk County,"132,648","28,836","21,181","1,659","9,657","6,292","7,959","9,197","19,469",84
795,IA,Boone County,"26,484","5,759","4,716",331,"1,914","1,375","1,773","2,068","1,883",17
796,IA,Bremer County,"24,911","5,577","4,813",321,"1,783","1,270","1,668","1,913","1,661",15
797,IA,Buchanan County,"21,202","5,619","3,725",323,"1,437","1,039","1,353","1,567","1,880",13
798,IA,Buena Vista County,"20,110","5,132","3,161",295,"1,390",938,"1,194","1,386","2,458",12
799,IA,Butler County,"14,606","3,334","3,213",191,"1,031",797,"1,073","1,228","1,296",9
800,IA,Calhoun County,"9,746","2,074","2,203",119,702,540,728,831,"1,120",6
801,IA,Carroll County,"20,320","4,956","4,022",285,"1,411","1,059","1,403","1,617","1,822",13
802,IA,Cass County,"13,145","2,956","2,968",170,931,726,981,"1,122","1,550",8
803,IA,Cedar County,"18,543","4,183","3,548",240,"1,322",981,"1,285","1,491","1,267",11
804,IA,Cerro Gordo County,"43,006","8,978","9,124",516,"3,123","2,359","3,138","3,609","4,507",27
805,IA,Cherokee County,"11,316","2,423","2,662",139,811,647,878,"1,005","1,048",7
806,IA,Chickasaw County,"12,005","2,842","2,457",163,840,644,856,988,"1,130",7
807,IA,Clarke County,"9,374","2,375","1,704",136,645,470,614,710,"1,012",6
808,IA,Clay County,"16,170","3,636","3,296",209,"1,151",859,"1,139","1,310","1,470",10
809,IA,Clayton County,"17,637","3,771","4,037",217,"1,266","1,004","1,356","1,557","1,671",11
810,IA,Clinton County,"47,010","10,859","9,054",625,"3,327","2,471","3,243","3,756","6,207",30
811,IA,Crawford County,"17,056","4,278","2,989",246,"1,180",835,"1,084","1,253","1,974",11
812,IA,Dallas County,"87,235","24,543","10,267","1,412","5,867","3,647","4,432","5,222","3,834",55
813,IA,Davis County,"8,966","2,596","1,586",149,587,426,559,644,"1,072",5
814,IA,Decatur County,"7,950","1,745","1,539",100,572,401,527,602,"1,233",5
815,IA,Delaware County,"17,153","4,073","3,219",234,"1,203",903,"1,181","1,375","1,571",11
816,IA,Des Moines County,"39,417","8,926","7,974",513,"2,802","2,091","2,768","3,187","5,218",25
817,IA,Dickinson County,"17,199","3,339","4,371",192,"1,261","1,022","1,403","1,597","1,268",11
818,IA,Dubuque County,"97,041","22,371","16,884","1,287","6,908","4,838","6,235","7,228","9,131",62
819,IA,Emmet County,"9,432","1,990","1,969",114,683,509,676,776,922,6
820,IA,Fayette County,"19,796","4,082","4,178",234,"1,443","1,085","1,441","1,657","2,540",12
821,IA,Floyd County,"15,744","3,611","3,418",207,"1,111",853,"1,146","1,313","1,827",10
822,IA,Franklin County,"10,164","2,323","2,111",133,719,548,730,841,"1,108",6
823,IA,Fremont County,"6,948","1,527","1,555",87,495,388,523,600,833,4
824,IA,Greene County,"8,981","2,072","1,962",119,632,491,660,757,922,5
825,IA,Grundy County,"12,333","2,844","2,525",163,871,655,871,"1,002",716,7
826,IA,Guthrie County,"10,670","2,371","2,386",136,758,596,803,922,995,6
827,IA,Hamilton County,"15,115","3,459","3,029",199,"1,071",802,"1,061","1,224","1,289",9
828,IA,Hancock County,"10,771","2,366","2,369",136,769,596,801,920,891,6
829,IA,Hardin County,"17,048","3,457","3,663",198,"1,247",945,"1,258","1,447","1,856",10
830,IA,Harrison County,"14,136","3,259","2,764",187,"1,000",752,990,"1,147","1,390",9
831,IA,Henry County,"19,863","4,344","3,716",250,"1,432","1,024","1,334","1,541","2,125",12
832,IA,Howard County,"9,228","2,296","1,891",132,635,484,646,743,910,5
833,IA,Humboldt County,"9,564","2,250","2,011",129,670,512,685,787,888,6
834,IA,Ida County,"6,865","1,633","1,517",93,478,372,502,575,614,4
835,IA,Iowa County,"16,103","3,768","3,000",216,"1,136",843,"1,100","1,280","1,139",10
836,IA,Jackson County,"19,366","4,332","4,004",249,"1,379","1,060","1,407","1,628","2,229",12
837,IA,Jasper County,"36,966","8,334","7,023",479,"2,638","1,930","2,524","2,922","3,163",23
838,IA,Jefferson County,"18,422","2,878","3,938",165,"1,433","1,012","1,335","1,522","2,358",12
839,IA,Johnson County,"149,210","30,215","16,719","1,739","11,210","6,252","7,374","8,611","21,574",95
840,IA,Jones County,"20,536","4,471","4,133",257,"1,477","1,102","1,455","1,679","1,834",13
841,IA,Keokuk County,"10,153","2,310","2,153",132,718,553,738,850,"1,154",6
842,IA,Kossuth County,"14,999","3,281","3,503",188,"1,069",848,"1,151","1,316","1,363",9
843,IA,Lee County,"34,295","7,362","6,731",423,"2,479","1,838","2,412","2,792","4,621",22
844,IA,Linn County,"224,115","52,619","34,453","3,028","15,937","10,699","13,490","15,751","19,688",143
845,IA,Louisa County,"11,184","2,550","1,980",146,797,572,739,861,"1,095",7
846,IA,Lucas County,"8,534","1,905","1,842",109,607,471,630,726,"1,148",5
847,IA,Lyon County,"11,792","3,327","2,109",191,780,564,740,852,877,7
848,IA,Madison County,"16,013","4,018","2,665",231,"1,108",799,"1,026","1,201","1,174",10
849,IA,Mahaska County,"22,235","5,404","3,937",311,"1,555","1,102","1,429","1,653","2,809",14
850,IA,Marion County,"33,105","7,846","5,823",451,"2,334","1,652","2,137","2,477","2,514",21
851,IA,Marshall County,"40,288","10,272","7,187",591,"2,770","1,987","2,588","2,992","4,927",25
852,IA,Mills County,"15,068","3,568","2,701",205,"1,060",785,"1,017","1,190","1,349",9
853,IA,Mitchell County,"10,631","2,516","2,288",144,743,575,772,886,948,6
854,IA,Monona County,"8,740","1,875","2,132",107,625,501,685,780,988,5
855,IA,Monroe County,"7,845","1,886","1,538",108,547,411,543,628,839,5
856,IA,Montgomery County,"10,137","2,293","2,146",131,718,554,740,853,"1,239",6
857,IA,Muscatine County,"42,880","10,796","6,952",621,"2,971","2,072","2,648","3,087","4,522",27
858,IA,O'Brien County,"13,801","3,256","2,851",187,967,732,976,"1,121","1,040",8
859,IA,Osceola County,"6,045","1,409","1,264",81,424,329,438,506,597,3
860,IA,Page County,"15,224","2,969","3,314",170,"1,125",845,"1,126","1,291","1,987",9
861,IA,Palo Alto County,"9,092","2,065","1,966",118,644,487,654,748,916,5
862,IA,Plymouth County,"25,220","6,269","4,667",360,"1,745","1,282","1,677","1,942","1,796",16
863,IA,Pocahontas County,"6,846","1,563","1,548",89,482,383,518,595,862,4
864,IA,Polk County,"481,830","120,645","61,337","6,944","33,755","21,369","26,141","30,792","45,028",308
865,IA,Pottawattamie County,"93,386","22,142","15,823","1,274","6,592","4,646","5,965","6,947","9,661",59
866,IA,Poweshiek County,"18,314","3,648","3,714",209,"1,351",974,"1,284","1,472","1,916",11
867,IA,Ringgold County,"5,034","1,213","1,196",69,348,277,381,432,714,3
868,IA,Sac County,"9,817","2,191","2,235",126,696,552,747,857,968,6
869,IA,Scott County,"172,509","41,198","27,310","2,371","12,184","8,330","10,570","12,335","19,061",110
870,IA,Shelby County,"11,628","2,623","2,600",150,822,653,880,"1,012",954,7
871,IA,Sioux County,"34,860","9,434","5,360",543,"2,361","1,567","1,995","2,305","2,301",22
872,IA,Story County,"97,502","16,127","11,330",928,"7,678","4,112","4,831","5,583","14,508",63
873,IA,Tama County,"17,058","4,113","3,323",236,"1,189",897,"1,182","1,369","1,594",10
874,IA,Taylor County,"6,178","1,432","1,385",82,434,336,454,518,707,3
875,IA,Union County,"12,450","2,790","2,482",160,889,651,860,988,"1,759",7
876,IA,Van Buren County,"7,157","1,639","1,526",94,505,392,524,604,"1,000",4
877,IA,Wapello County,"35,044","7,834","6,189",450,"2,516","1,774","2,288","2,655","4,919",22
878,IA,Warren County,"50,163","12,367","7,785",711,"3,507","2,405","3,045","3,562","2,950",32
879,IA,Washington County,"22,281","5,616","4,178",323,"1,534","1,129","1,484","1,714","2,070",14
880,IA,Wayne County,"6,476","1,647","1,384",94,442,341,459,525,"1,060",4
881,IA,Webster County,"36,605","7,956","6,609",457,"2,649","1,860","2,407","2,783","5,071",23
882,IA,Winnebago County,"10,587","2,333","2,182",134,758,565,750,862,949,6
883,IA,Winneshiek County,"20,201","3,719","4,043",214,"1,520","1,090","1,427","1,642","1,621",12
884,IA,Woodbury County,"102,429","26,840","15,095","1,544","7,027","4,689","5,906","6,891","13,330",65
885,IA,Worth County,"7,469","1,571","1,474",90,542,405,532,617,628,4
886,IA,Wright County,"12,784","3,070","2,857",176,887,694,940,"1,074","1,259",8
887,KS,Allen County,"12,519","2,856","2,534",268,876,685,917,"1,133","2,020",7
888,KS,Anderson County,"7,833","1,943","1,692",182,531,433,590,723,"1,027",4
889,KS,Atchison County,"16,332","3,848","2,747",362,"1,141",824,"1,069","1,340","2,158",9
890,KS,Barber County,"4,586","1,058","1,015",99,318,263,358,439,554,2
891,KS,Barton County,"26,476","6,332","4,951",596,"1,833","1,403","1,857","2,309","4,027",15
892,KS,Bourbon County,"14,754","3,816","2,843",359,992,765,"1,024","1,263","2,609",8
893,KS,Brown County,"9,641","2,440","1,907",229,653,521,699,865,"1,431",5
894,KS,Butler County,"66,878","17,240","9,807","1,622","4,557","3,268","4,158","5,286","6,515",40
895,KS,Chase County,"2,683",559,666,52,190,158,220,266,282,1
896,KS,Chautauqua County,"3,363",700,875,65,238,205,287,347,550,2
897,KS,Cherokee County,"20,115","4,685","3,788",440,"1,404","1,100","1,454","1,815","3,129",12
898,KS,Cheyenne County,"2,683",577,703,54,188,161,227,273,334,1
899,KS,Clark County,"2,004",479,438,45,137,110,150,184,232,1
900,KS,Clay County,"7,958","1,837","1,798",172,552,451,617,753,825,4
901,KS,Cloud County,"8,991","2,073","1,890",195,626,490,663,813,"1,074",5
902,KS,Coffey County,"8,224","1,780","1,716",167,584,469,630,779,824,4
903,KS,Comanche County,"1,790",445,448,41,120,104,146,176,191,1
904,KS,Cowley County,"35,361","8,455","6,300",795,"2,453","1,822","2,391","2,980","5,867",21
905,KS,Crawford County,"39,034","8,474","6,000",797,"2,805","1,877","2,386","3,006","7,021",23
906,KS,Decatur County,"2,885",566,798,53,207,183,258,311,404,1
907,KS,Dickinson County,"18,902","4,556","3,647",428,"1,303","1,020","1,357","1,684","1,829",11
908,KS,Doniphan County,"7,727","1,646","1,473",154,553,417,550,684,"1,075",4
909,KS,Douglas County,"120,793","22,660","14,110","2,132","9,094","5,297","6,353","8,199","17,779",72
910,KS,Edwards County,"2,893",671,594,63,201,164,220,273,318,1
911,KS,Elk County,"2,498",513,718,48,176,162,230,276,387,1
912,KS,Ellis County,"28,689","6,226","4,261",586,"2,064","1,361","1,719","2,172","4,199",17
913,KS,Ellsworth County,"6,330","1,181","1,294",111,468,356,473,586,613,3
914,KS,Finney County,"37,084","11,392","3,938","1,072","2,377","1,530","1,863","2,414","4,794",22
915,KS,Ford County,"34,381","10,369","3,775",976,"2,220","1,447","1,769","2,289","4,273",20
916,KS,Franklin County,"25,733","6,310","4,208",593,"1,777","1,321","1,708","2,155","2,645",15
917,KS,Geary County,"33,855","10,570","2,786",994,"2,166","1,122","1,295","1,686","3,931",20
918,KS,Gove County,"2,631",631,638,59,179,151,210,254,252,1
919,KS,Graham County,"2,495",501,661,47,178,156,219,265,316,1
920,KS,Grant County,"7,526","2,352","1,001",221,475,332,421,535,912,4
921,KS,Gray County,"5,958","1,715",903,161,388,282,364,459,447,3
922,KS,Greeley County,"1,249",313,263,29,84,67,91,112,132,0
923,KS,Greenwood County,"6,123","1,297","1,508",122,433,374,517,630,921,3
